video_id,title,description,published_at,video_link,category,image_120_90,image_320_180,image_480_360,owner,owner_url
H-cCTeVD3MM,Kombilesa Mí: Tiny Desk Meets globalFEST,"For the second consecutive year, NPR teamed up with globalFEST in January 2021 for a thrilling online music festival we call Tiny Desk Meets globalFEST: three nights, nine bands, and a world of musical traditions hosted by African pop star Angélique Kidjo. Now, we're posting all the sets from our festival as individual Tiny Desk (home) concerts.

Bob Boilen | January 28, 2022
Born from the rich musical and historical heritage of San Basilio de Palenque, Colombia (the first free Black town in the Americas), Kombilesa Mí fuses the traditional sounds of the community with urban pop. The band's members experiment with the instruments created by their ancestors (and introduced to them when they were young) by layering them between new sounds.

Over traditional percussion, metal handmade drums of their own design, and marímbula, Kombilesa Mí rhymes and raps in Spanish and the traditional Palenquero language, a fusion of African Bantu, Portuguese, French and English. During the performance, you'll hear them call their music ""RFP,"" which means Rap Folklórico Palenquero, a combo of cumbia, son de negro, mapalé and son palenquero. --The globalFEST staff

SET LIST
""I Tando Pa Palenge""
""I A Piyá Bó""
""Kumo Kusa Tá""
""Los Peinados""
""Asina Gue""
""Ma Nduse""
""Ata Uto Begá""

MUSICIANS
Andris Padilla Julio: vocals
Keila Regina Miranda Pérez (KR MP): vocals
Alí Fernando Navarro (MCPM): vocals, tambor alegre
Martín Elias Maza: tambor llamador
Kendri Cassiani: tamboras
Orlys Reyes: marímbula
Edwin Valdes: maracas

CREDITS
Production: Guillermo Camacho
Audio: Fernando Manzur
Video: Guillermo Camacho
Camera: Royman Reales Martinez
Special thanks: Real Films Cartagena, Viviana Benitez, novaproducciones

Tiny Desk Meets globalFEST

Tiny Desk Team
Producer: Bob Boilen
Video Producer: Maia Stern
Audio Mixing: Josh Rogosin
Tiny Production Team: Bobby Carter, Kara Frame, Joshua Bryant, Sofie Hernandez-Simeonidis
Executive Producer: Keith Jenkins
Senior VP, Programming: Anya Grundmann

globalFEST Artistic Team
Co-Directors: Shanta Thake, Isabel Soffer, Bill Bragin
2022 Curators: Shanta Thake, Isabel Soffer, Bill Bragin, Gabrielle Davenport

globalFEST Production Team
Event Producer: Ian Thake
Producer: THE OFFICE performing arts + film*
Video Producer: Karim Tabbaa

Special Thanks
The Andrew W. Mellon Foundation, National Endowment for the Arts, NYC Department of Cultural Affairs, NYC Mayor's Office of Media and Entertainment, JanArtsNYC, Valerie French (social media), Yuri Kwon of Pitch Perfect PR (publicity), Tamizdat (legal services) and Duane Morris (legal services)

*THE OFFICE performing arts + film consists of Rachel Chanoff, Laurie Cearley, Olli Chanoff, Erica Zielinski, Nadine Goellner, Lynn Koek, Noah Bashevkin, Catherine DeGennaro, Gabrielle Davenport, Chloe Golding, Kyla Gardner, Tess Peppis, Zion Jackson, Scout Eisenberg and Jose Alvarado",2022-09-27 20:58:09,https://www.youtube.com/watch?v=H-cCTeVD3MM,ELTINY,https://i.ytimg.com/vi/H-cCTeVD3MM/default.jpg,https://i.ytimg.com/vi/H-cCTeVD3MM/mqdefault.jpg,https://i.ytimg.com/vi/H-cCTeVD3MM/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
aQcXSoamCVA,Girl Ultra: Tiny Desk Concert,"From Sept. 15 through Oct. 15, Tiny Desk is celebrating Latinx Heritage Month with an ""El Tiny"" takeover, featuring Jessie Reyez, Susana Baca and more musicians from all corners of Latinidad.

Stefanie Fernández | Sept. 21, 2022
Girl Ultra's music is never one thing for long. After coming up in Mexico City's alt R&B scene, Mariana de Miguel built on that premise with experiments in house, bolero, pop and punk, fused with her own distinct glint. Her El Tiny performance is an effortless flash of all she is capable of and of the commanding performance she's finessed over her career. Even the onomatopoeic chorus of house track ""BOMBAY"" translates seamlessly to the desk.

Slowed and acoustic as it is, the El Tiny version of ""Punk"" captures the frenetic rush of the original, itself an alt transfiguration of Gwen Stefani's ""Bubble Pop Electric"" that interpolates its pop chorus and tailors it to the allure of going out in the south side of Mariana de Miguel's hometown of Mexico City. ""Dime tú que voy a hacer con este feeling,"" (""You tell me what I'm going to do with this feeling"") she asks, ostensibly of the person she's singing about. But it's also a question that speaks to the mutability of her performance: effusive and commanding, but never lacking a controlled restraint as it evolves. As she sings in ""DameLove,"" ""feelings always come and go.""

She begins her El Tiny performance of that song by playing a few moments of the recorded version. Cuco's voice and hers float in from the drum machine, warped, as she flutters her fingers in front of her face, cultivating mystery against the familiarity of the setting for a solo rendition of the song that feels even more intimate.

She describes the final song of her set, ""Ella Tú y Yo"" from 2019's Nuevos Aires, as ""about finding a third one in a relationship – which is pretty common these days."" Here, she reworks the R&B ballad into a simmering indie rock churn, its titular phrase whispered with a soft wince.

Just one album and an EP into her career, Girl Ultra has already commanded change — as necessary and sometimes difficult as it can be — as a driver of expression. Here, it's thrilling.

SET LIST
""BOMBAY""
""Punk""
""DameLove""
""Ella Tú y Yo""

MUSICIANS
Girl Ultra: vocals, guitar
Sami Mendoza: drums
Andrea Martínez: bass
Santiago Mijares: keys

TINY DESK TEAM
Producer: Anamaria Sayre
Audio Engineer: Natasha Branch
Audio Mix: Josh Rogosin
Director: Kara Frame 
Creative Director: Bob Boilen
Series Producer: Bobby Carter
Editor: Michael Zamora
Videographers: Kara Frame, Joshua Bryant, Michael Zamora
Audio Assistant: Hannah Copeland
Production Assistant: Jill Britton
Tiny Desk Team: Suraya Mohamed, Marissa Lorusso, Hazel Cills, Ashley Pointer, Maia Stern
VP, Visuals and Music: Keith Jenkins
Senior VP, Programming: Anya Grundmann",2022-09-27 18:02:34,https://www.youtube.com/watch?v=aQcXSoamCVA,ELTINY,https://i.ytimg.com/vi/aQcXSoamCVA/default.jpg,https://i.ytimg.com/vi/aQcXSoamCVA/mqdefault.jpg,https://i.ytimg.com/vi/aQcXSoamCVA/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
2C-WmZQABLQ,Trueno: Tiny Desk (Home) Concert,"From Sept. 15 through Oct. 15, Tiny Desk is celebrating Latinx Heritage Month with an ""El Tiny"" takeover, featuring Jessie Reyez, Susana Baca and more musicians from all corners of Latinidad.

Vita Dadoo | September 27, 2022

With his roots in La Boca neighborhood of Buenos Aires and arms outstretched to the rest of the world, Trueno is rewriting the playbook for Latin American hip-hop. Wearing a cap for the soccer team Boca Juniors and moving among the spaces of his childhood, the 20-year-old, premier Argentinian freestyler shows us exactly where he's from in his Tiny Desk (home) concert, an intimate performance that plays like a meditation on the music and the Argentina that has shaped him.

Trueno's almost autobiographical set begins with ""DANCE CRIP,"" the first single from his recent album, BIEN O MAL, and an ode to The Sugarhill Gang's 1979 hit ""Rapper's Delight."" Trueno's affinity for old school hip-hop is something the rapper returns to throughout his set, while also invoking percussion-forward beats and tango motifs. Trueno follows up with the album's title track, before launching into an improvised freestyle. Underneath a mural that reads ""La Boca resiste y propone"" (""La Boca resists and proposes""), Trueno demonstrates his lyrical dexterity and emotional range, ""Esto no lo puede hacer cualquiera, el vocero del ghetto conquistando la esfera,"" he raps, touting his neighborhood's resilience and his own.

Argentina as a place of celebration and lament is the thematic center of Trueno's performance. The show takes place at a conventillo, one of many Argentinian boarding houses and microcosms of multicultural communities. Trueno concludes his set with ""TIERRA ZANTA,"" perhaps the most politically charged song in his album, which on record features the famous folk artist Victor Heredia. Here, Trueno calls out all the Andean nations by name, hinting at a larger global movement behind the song's boundaries.

SET LIST
""DANCE CRIP""
""BIEN O MAL""
Freestyle
""ARGENTINA""
""TIERRA ZANTA""

MUSICIANS
Trueno: vocals
Pedro Pasquale: guitar
Julian Gallo: bass
Augusto Durañona: keys
Nikko Taranto: drums
Carlos Salas: percussion
Caterina Finocchi: vocals
Anabella Marin: vocals
El Feli: vocals
Abel Manzotti: tuba

CREDITS
Executive Producers: SUR CAPITAL RECORDS (por Tierra Agencia)
Executive Producers: Jota Ayerza, Emiliano Delorenzi
Directors: Facu Von Coptel & El Dorado
Sound Engineer: Jonathan Vainberg 
Mix & Master: Mariano Bilinkins
Music Director & Arrangements: Pedro Pasquale, Panchito Cia, Axel Introini
Sound Production Manager & Monitor Engineer: Santiago Compiano
Assistant Sound Mix: Ignacio Klappenbach
Line Producer: Tomás Medero
Cinematographer: Enzo Codaro
Location Manager: Diego Ledesma
Production Design: Nicolas Tavella
First AD: Lucas Galambos
Recording Assistants: Luciano Di Lorenzo, Franco Olivetto
Playback Engineer: Juan Ravassi
RF Engineer: Pablo Andres Gejman
Key PA: Nicolas Vicchio
PA: Gonzalo Abajas
Helper Location Manager: Pablo Chalup
2nd AD: Nicolás Dominikow
Gaffer: Federico Martini
Electrics: Matias Carneiro, Zequeira, Esteban Pereira
Key Grip: Nicolas Petroli
Grips: Hernan Terry Duro, Kike Velez, Ezequiel Mansilla
Cameramen: Ismael Eduardo Guagliardi, German Guagliardi, Diego Hernan Carini, Sabena Cristian Alberto, Ricardo Daniel Guadalupe, Julia Florencia Siarri, Ignacio Acevedo
DIT: German Covi
Assistant DIT: Paula Montenegro
Assistant Costume Designer: Yael Boltia Baltar
Helper Costume Designer: Tomas Lucio Martinez
Set Decorator: Milena Colombo
Post Production Coordinator & Editor: Juan Raimondi
Colorist: Alejandra Lescano
Extras: Pedro Peligro, Guido Andrés Penayo, Cristian Derrico, Tomas Inti Kuselman, Kmi 420, López Diego Sebastian, Campos Nahuel, Mateo Teiki

TINY DESK TEAM
Producer: Anamaria Sayre
Video Editor: Maia Stern
Audio Mastering: Josh Rogosin
Tiny Production Team: Bob Boilen, Bobby Carter, Kara Frame, Joshua Bryant, Marissa Lorusso, Hazel Cills, Ashley Pointer
VP, Visuals and Music: Keith Jenkins
Senior VP, Programming: Anya Grundmann

#nprmusic #eltiny #trueno #tinydesk",2022-09-27 17:59:21,https://www.youtube.com/watch?v=2C-WmZQABLQ,ELTINY,https://i.ytimg.com/vi/2C-WmZQABLQ/default.jpg,https://i.ytimg.com/vi/2C-WmZQABLQ/mqdefault.jpg,https://i.ytimg.com/vi/2C-WmZQABLQ/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
Dy4pEFFbFsA,Mon Laferte: Tiny Desk (Home) Concert,"The Tiny Desk is working from home for the foreseeable future. Introducing NPR Music's Tiny Desk (home) concerts, bringing you performances from across the country and the world. It's the same spirit — stripped-down sets, an intimate setting — just a different space.

Felix Contreras | January 12, 2022
It’s fair to say Mon Laferte is a musical chameleon. The Chilean vocalist’s output of late has covered a vast swath of musical styles from Latin America, from big-band mambo to electronic dance club jams with a hint of reggaeton, and a few stops in between. The secret to the successes of these stylistic changes is the level of imagination and creativity she infuses in each turn.

So, it didn’t surprise me that her contribution to our Tiny Desk (home) concert series is a visual treat as much as it is a musical one. The opening strains of “Tu Falta de Querer” introduce a cabaret-styled small orchestra and a character who appears to be left at the altar of a small intimate colonial church. She’s in torch-singer mode throughout the four-song performance; take these lyrics from the first cut: “Ahora domiré /  Muy profundamente para olvidar / Quisiera hasta la muerte, para no pensar / Me forro pa’ quitarme esta amarguara” (“Now I'll sleep very deeply to forget I would like, until death, not to think. I erase you to take away this bitterness”)

The 10-piece small orchestra is a combination of Mexican folkloric music and European chamber music, mixing the ukulele-like jarana, an oboe, a tuba, and the violins often used in mariachi. The arrangements are the perfect vehicle for Laferte’s impassioned combination of blues and ranchera vocals.

There is much to appreciate in Laferte’s celebration of the spiritual (the church setting) and the passions of everyday life (her torch singing). In fact, I can’t think of many other vocalists who would be able to pull this off with as much grace, style and artistic vision as Mon Laferte does.

SET LIST
""Tu Falta de Querer""
""Por Qué Me Fui A Enamorar de Ti""
""Se Me Va A Quemar El Corazón""
""Placer Hollywood""

MUSICIANS
Mon Laferte: vocals
Sebastián Aracena: guitar, docerola
Tonatiuh Mejía: piano
Diana Gaby: tuba
Obed Calixto: guitar, docerola, jarana
Santiago Ortiz: percussion
Alonso Sánchez: flute
Ismael Fernandez: clarinet
Arielle Amezcua: oboe
Braulio Hernandez: bassoon
Obed Vazques: horns, spoons
Alex Soto: vocals Auro: vocals
Cancamusa: vocals
Carmen Ruíz: vocals
Daniel Quién: vocals
Ele Huex: vocals
Eli Moya: vocals
Grtsch: vocals
Irina Índigo: vocals
La Morra De La Vihuela: vocals
Lorena Gutiérrez: vocals
Mati Santos: vocals
Maxulyses: vocals
Mica Schlieper: vocals
Rulo: vocals
Vivir Quintana: vocals

CREDITS
Director and Editor: Camila Grandi
Production Manager: Fernanda Casillas
Producer: Florencia Quinteros
Production Assistants: Pamela Diaz, Jimena Garate
Assistant Director: David Castañón
Color: Sergio Bejarez
Director of Photography: Sebastián Cantillo
Camera 1 AC: Sofía Ramos
Camera 2 AC: Javier Silvestre González
Camera Op: Pablo Bernst
Photographer: Fija Mayra Ortiz
Gaffer: Gustavo Calderón Rodriguez
Steadicam: Enrique Moncada
Camera Manager: Guillermo Vidal
Digital Imaging Tech: Juan José Olivares
Art Direction: Josechu Garrido
Swings: Julio Santos, Eric Jasso
Musical Production and Direction: Manu Jalil
Mixing Engineer: Abelardo Rivera
Mastering Engineer: Chalo González
Musical Arrangement: Manú Jalil, Marco Uriel Jiménez
Recording Engineer: Manú Jalil, Juan José León
Location: Bajo La Montaña

TINY DESK TEAM
Producer: Anamaria Sayre
Video Producer: Kara Frame
Audio Mastering: Andy Huether
Tiny Production Team: Bob Boilen, Bobby Carter, Maia Stern, Josh Rogosin, Joshua Bryant, Sofie Hernandez-Simeonidis
Executive Producer: Keith Jenkins
Senior VP, Programming: Anya Grundmann

#tinydesk #nprmusic #monlaferte",2022-01-12 13:59:31,https://www.youtube.com/watch?v=Dy4pEFFbFsA,ELTINY,https://i.ytimg.com/vi/Dy4pEFFbFsA/default.jpg,https://i.ytimg.com/vi/Dy4pEFFbFsA/mqdefault.jpg,https://i.ytimg.com/vi/Dy4pEFFbFsA/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
9_FL_Vc3yZU,Pistolera: NPR Music Tiny Desk Concert,"Pistolera conjures the sounds of the Mexican desert by way of a cold basement in New York City's Chinatown. With the aid of a stellar band and insightful lyrics, songwriter Sandra Velasquez performs the music of her youth in California at the NPR Music offices.

Set List:
""Polvo""
""Ponle Frenos""
""La Despedida""

For more videos and to subscribe to the Tiny Desk Concerts podcast, visit npr.org/tinydeskconcerts.",2021-11-17 21:02:20,https://www.youtube.com/watch?v=9_FL_Vc3yZU,ELTINY,https://i.ytimg.com/vi/9_FL_Vc3yZU/default.jpg,https://i.ytimg.com/vi/9_FL_Vc3yZU/mqdefault.jpg,https://i.ytimg.com/vi/9_FL_Vc3yZU/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
A3fxj5CoyfU,Hit La Rosa: Tiny Desk (Home) Concert,"From the candle-lit home of their lead singer, Hit La Rosa comes in hot and doesn't stop until the final measure. The band explores the many facets of Peruvian cumbia music, infusing it with pop music, folklore, jazz and dancehall to produce its distinctive grooves and hooks. The band's precise-yet-dreamlike music and punk sensibility all come together to make music that explores life's shadowy sides. Despite living through a political crisis in Peru, the band brings a message of hope and joy in the midst of struggle and upheaval.

SET LIST
""La Montañita""
""La Marea""
""Salvia""

MUSICIANS
Chaska Paucar
Alfredo Coll
Rubén Guzmán
Martin Prada
Martin Del Prado
Darío De la Cuba

CREDITS
Video Production Company: PAI (Proyectos Audiovisuales Independientes)
Director: Dana Bonilla
Video Producer: Lorena Tulini
Art Director: Blanca Martínez López
Camera: Dana Bonilla, Elías Mujica
Recording & Mixing Engineer: Luiggi Enciso Gomero
Audio Mastering: Julio César Villena
Tiny Desk Meets globalFEST

TINY DESK TEAM

Producer: Bob Boilen
Video Producer: Morgan Noelle Smith
Audio Mastering: Josh Rogosin
Tiny Production Team: Kara Frame
Executive Producer: Lauren Onkey
Senior VP, Programming: Anya Grundmann

GLOBALFEST TEAM

Co-Directors: Shanta Thake, Isabel Soffer, and Bill Bragin
2021 Curators: Shanta Thake, Isabel Soffer, Bill Bragin, and Viviana Benitez
Event Producer: Ian Thake
Host: Angélique Kidjo
Social Media Manager: Valerie French
Publicity: Brendan Gilmartin, Chart Room Media
Legal Services: Tamizdat
Legal Services: Duane Morris
Producer: THE OFFICE performing arts + film
Video Production: MODEMA Studios",2021-11-17 21:02:06,https://www.youtube.com/watch?v=A3fxj5CoyfU,ELTINY,https://i.ytimg.com/vi/A3fxj5CoyfU/default.jpg,https://i.ytimg.com/vi/A3fxj5CoyfU/mqdefault.jpg,https://i.ytimg.com/vi/A3fxj5CoyfU/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
S77KlsGlbCI,Edwin Perez: Tiny Desk (Home) Concert,"Every January, I attend globalFEST at a New York City nightclub and see some of the most fantastic music I'll experience all year. Now, given the pandemic's challenges and the hardening of international borders, NPR Music and globalFEST moved the 2021 edition from the nightclub to your screen of choice and shared the festival with the world. We called it Tiny Desk Meets globalFEST. We presented 16 artists in intimate settings (often behind desks donning globes), all hosted by African superstar Angélique Kidjo.

From the basement of the Bowery Electric in downtown Manhattan, composer and vocalist Edwin Perez and his 10-piece band come together to put on a show. With a strong backbeat and enough room to move around, Perez's up-tempo energy brings the party and keeps it going. The theme of the night is salsa dura music, which originated in New York in the 1970s and gained acclaim thanks to acts like the Fania All-Stars and Spanish Harlem Orchestra.

SET LIST
""The Garden of Love""
""Talk About It""
""The Underdog""

MUSICIANS
Martha Redbone: vocals, percussion
Aaron Whitby: keys
Marvin Sewell: guitars

CREDITS
Producer: Martha Redbone
Video and Audio: Martha Redbone and Aaron Whitby
Tiny Desk Meets globalFEST

TINY DESK TEAM
Producer: Bob Boilen
Video Producer: Morgan Noelle Smith
Audio Mastering: Josh Rogosin
Associate Producer: Bobby Carter
Tiny Production Team: Kara Frame, Maia Stern
Executive Producer: Lauren Onkey
Senior VP, Programming: Anya Grundmann

GLOBALFEST TEAM
Co-Directors: Shanta Thake, Isabel Soffer, and Bill Bragin
2021 Curators: Shanta Thake, Isabel Soffer, Bill Bragin, and Viviana Benitez
Event Producer: Ian Thake
Host: Angélique Kidjo
Social Media Manager: Valerie French
Publicity: Brendan Gilmartin, Chart Room Media
Legal Services: Tamizdat
Legal Services: Duane Morris
Producer: THE OFFICE performing arts + film
Video Production: MODEMA Studios",2021-11-17 21:01:52,https://www.youtube.com/watch?v=S77KlsGlbCI,ELTINY,https://i.ytimg.com/vi/S77KlsGlbCI/default.jpg,https://i.ytimg.com/vi/S77KlsGlbCI/mqdefault.jpg,https://i.ytimg.com/vi/S77KlsGlbCI/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
e3blQ3I3GRQ,Omara Portuondo: NPR Music Tiny Desk Concert,"Portuondo's performance here of two classic boleros was enough to transport us to another time and place. Achingly tender and direct, her Tiny Desk Concert reflects the passion for life she instills in every performance. So sit back and take in a brief but lovely performance by a timeless, ageless wonder.",2021-11-17 21:01:34,https://www.youtube.com/watch?v=e3blQ3I3GRQ,ELTINY,https://i.ytimg.com/vi/e3blQ3I3GRQ/default.jpg,https://i.ytimg.com/vi/e3blQ3I3GRQ/mqdefault.jpg,https://i.ytimg.com/vi/e3blQ3I3GRQ/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
hXy9_xjOrb8,Maria Volonte: Tiny Desk Concert,"Argentine singer Maria Volonte's powerful, refreshing interpretation  of tango is fully capable of transplanting itself into folk, Latin  blues or the traditional music of Peru, Uruguay and Brazil. With its mature sensuality, her music is filled  with a potent brew of nostalgia and melancholy.

Set List:
""El Beso Azul""
""Oh Viejo Tren""
""SF Tango""",2021-11-17 21:01:19,https://www.youtube.com/watch?v=hXy9_xjOrb8,ELTINY,https://i.ytimg.com/vi/hXy9_xjOrb8/default.jpg,https://i.ytimg.com/vi/hXy9_xjOrb8/mqdefault.jpg,https://i.ytimg.com/vi/hXy9_xjOrb8/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
zq1T0P7zotA,Rana Santacruz: NPR Music Tiny Desk Concert,"Rana Santacruz's music is as magical as his persona. His songs are filled with fantastic stories of men who make a thousand women fall in love with him, and whose funerals cause a biblical flood of tears. In honor of the Day of the Dead, watch Santacruz perform in traditional mariachi garb.

Set List:
""Tacho El Gacho""
""Dejala Entrar""
""El Funeral De Tacho""
""El Ranchero Punk""

For more videos, visit NPR.org/tinydeskconcerts",2021-11-17 21:01:06,https://www.youtube.com/watch?v=zq1T0P7zotA,ELTINY,https://i.ytimg.com/vi/zq1T0P7zotA/default.jpg,https://i.ytimg.com/vi/zq1T0P7zotA/mqdefault.jpg,https://i.ytimg.com/vi/zq1T0P7zotA/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
pJSv2hoH5ro,The Creole Choir Of Cuba: NPR Music Tiny Desk Concert,"With a musical history that dates back to the late 18th century, the group has revitalized a long-lost culture through music performed largely a cappella and entirely in Haitian Creole. Watch The Creole Choir of Cuba mash up Cuban and Haitian cultures in this spirited set at the NPR Music offices.

Set List:

""Marasa Elu""
""Ayiti Krye""
""Lumane Casimir""

For more videos and to subscribe to the Tiny Desk Concerts podcast, visit npr.org/tinydeskconcerts.",2021-11-17 21:00:52,https://www.youtube.com/watch?v=pJSv2hoH5ro,ELTINY,https://i.ytimg.com/vi/pJSv2hoH5ro/default.jpg,https://i.ytimg.com/vi/pJSv2hoH5ro/mqdefault.jpg,https://i.ytimg.com/vi/pJSv2hoH5ro/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
wqFlSNLF3YE,Luisa Maita: NPR Music Tiny Desk Concert,"Luisa Maita's music combines crisp staccato guitar licks, a subtle Brazilian pulse and vocals as soft as a late-afternoon ocean breeze. Yet without the electronic touches of her studio recordings, Maita glides, floats and sprinkles notes onto just the right places in this engaging Tiny Desk Concert.

Set List:
""Ai Vem Ele""
""Alento""


For more, visit npr.org/tinydeskconcerts",2021-11-17 21:00:39,https://www.youtube.com/watch?v=wqFlSNLF3YE,ELTINY,https://i.ytimg.com/vi/wqFlSNLF3YE/default.jpg,https://i.ytimg.com/vi/wqFlSNLF3YE/mqdefault.jpg,https://i.ytimg.com/vi/wqFlSNLF3YE/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
9-0f3bKQyAw,Lara Bello: NPR Music Tiny Desk Concert,"April 10, 2018 | Felix Contreras -- Lara Bello occupies the space between genres where magic happens. Born in Spain, she was raised with not only Spanish traditions like flamenco and canto but also pop music and jazz. The instrumentation she assembled for her Tiny Desk reflects that elastic approach to genre: acoustic classical guitar, clarinet, violin and a percussionist who didn't keep time so much as color the proceedings.

After just three albums, Bello has become a noteworthy presence in the community of Spanish musicians who deftly mix jazz, classical and other traditions from Spain. That world can seem like a secret society to those who don't understand Spanish, but you'll see during Bello's performances that the lyrics double as another flight of exploration as they float like wisps of smoke through the sonic spaces carved out by her collaborators.

Set List

""Nana de Chocolate y Leche""
""Suave""
""Sola""
MUSICIANS
Lara Bello (voice), Janet Sora Chung (violin), Jay Rattman (clarinet), Eric Kurimski (guitar), Arturo Stable (percussion)

CREDITS
Producers: Felix Contreras, Morgan Noelle Smith; Creative Director: Bob Boilen; Audio Engineer: Josh Rogosin; Videographers: Morgan Noelle Smith, Bronson Arcuri, Dani Lyman; Production Assistant: Joshua Bote; Photo: Eslah Attar/NPR.",2021-11-17 16:36:56,https://www.youtube.com/watch?v=9-0f3bKQyAw,ELTINY,https://i.ytimg.com/vi/9-0f3bKQyAw/default.jpg,https://i.ytimg.com/vi/9-0f3bKQyAw/mqdefault.jpg,https://i.ytimg.com/vi/9-0f3bKQyAw/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
DjmHpDI89v8,Diego Garcia: NPR Music Tiny Desk Concert,"Taken individually, each tune on Diego Garcia's album 'Laura' is lovely. But listen to each  song in sequence and it's even better, like a good book: The  sum is greater than the parts. Watch Garcia perform songs from 'Laura' at the NPR Music offices.

Set List:
""Nothing To Hide""
""You Were Never There""
""Under This Spell""
""Stay""

For more videos and to subscribe to the Tiny Desk Concerts podcast, visit npr.org/tinydeskconcerts.",2021-11-17 16:36:37,https://www.youtube.com/watch?v=DjmHpDI89v8,ELTINY,https://i.ytimg.com/vi/DjmHpDI89v8/default.jpg,https://i.ytimg.com/vi/DjmHpDI89v8/mqdefault.jpg,https://i.ytimg.com/vi/DjmHpDI89v8/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
JPcqESmvTTY,Davíd Garza: NPR Music Tiny Desk Concert,"Davíd Garza was already a favorite son for folks in Austin when I discovered a collection of his past works, filled with stunning songwriting and a voice that seemed familiar yet new. Once I heard his music, I knew I'd always look forward to whatever he produced.

Being a fan of Garza means accepting the world on his terms — and his world is filled with infinite musical possibilities. He's got a tremendous collection of musical friends who call on him for his work as a backup musician in studio sessions and on stage. For example, he and vocalist Gaby Moreno (already a Tiny Desk veteran) have been touring together lately, and you get a taste of her powerful voice as she joins Garza here.

Set List
""Texas Is My Hometown"" 0:06
""Discoball World"" 4:11
""Malagueña Salerosa"" 8:25

Credits
Producers: Felix Conteras, Maggie Starbard; Audio Engineer: Kevin Wait; Videographers: Colin Marshall, Susan Hale Thomas; Assistant Producer: Maggie Starbard; photo by Maggie Starbard/NPR",2021-11-17 16:36:09,https://www.youtube.com/watch?v=JPcqESmvTTY,ELTINY,https://i.ytimg.com/vi/JPcqESmvTTY/default.jpg,https://i.ytimg.com/vi/JPcqESmvTTY/mqdefault.jpg,https://i.ytimg.com/vi/JPcqESmvTTY/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
P19YL-fy3Vk,Yva Las Vegass: NPR Music Tiny Desk Concert,"At NPR Music, we get stacks of CDs in the mail, as well as countless links to music streams, from bands trying to stand out and get some attention. It's safe to say that we all share similar previewing procedures: At some point, we just sit and listen.

What are we listening for? I can't speak for the others, but I'm constantly in search of music I haven't heard, but which sounds as if it's been in my life forever.

That's exactly what happened when I put on Yva Las Vegass' album, I was born in a place of sunshine and the smell of ripe mangoes. I was knocked out by the way she infuses Venezuelan folk traditions with a punk aesthetic. I heard songs as allegories, songs that told stories and songs that felt like deep primal screams, all accompanied by a traditional Venezuelan cuatro — a small stringed instrument similar to a ukulele.

At the NPR Music offices, Las Vegass weaves magic with her presence, her playing and especially her voice. You can't quite see her cut-off jeans and Chuck Taylor high-top sneakers behind Bob Boilen's desk, but in attitude and style, Yva Las Vegass is punk-rock through and through.

Set List
""Mariposas""
""Tonadas Y Cantos""
""Polo Margaritenoio""

Credits
Producer: Felix Contreras; Editor: Denise DeBelius; Audio Engineer: Kevin Wait; Videographers: Mito Habe-Evans, Ryan Smith; photo by Lauren Rock/NPR",2021-11-17 16:35:52,https://www.youtube.com/watch?v=P19YL-fy3Vk,ELTINY,https://i.ytimg.com/vi/P19YL-fy3Vk/default.jpg,https://i.ytimg.com/vi/P19YL-fy3Vk/mqdefault.jpg,https://i.ytimg.com/vi/P19YL-fy3Vk/hqdefault.jpg,NPR Music,https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A
